"year","sex","age","deaths"
2003,"female",0,869.743928384011
2003,"female",1,160.926038550825
2003,"female",5,64.3704154203302
2003,"female",10,73.4225050888141
2003,"female",15,98.5671986123806
2003,"female",20,93.5382599076673
2003,"female",25,113.65401472652
2003,"female",30,133.769769545374
2003,"female",35,177.018642405908
2003,"female",40,254.464298458493
2003,"female",45,290.672657132429
2003,"female",50,414.384549268376
2003,"female",55,526.026988513011
2003,"female",60,678.906725136295
2003,"female",65,790.54916438093
2003,"female",70,959.521504859297
2003,"female",75,1063.11764217639
2003,"female",80,1153.63853886123
2003,"female",85,2510.44620139288
2004,"female",0,769.157936462348
2004,"female",1,136.61824819558
2004,"female",5,70.3182159830192
2004,"female",10,65.2954862699464
2004,"female",15,99.4500483188414
2004,"female",20,124.563696884205
2004,"female",25,125.850418653397
2004,"female",30,130.590972539893
2004,"female",35,198.900096637683
2004,"female",40,251.13648565364
2004,"female",45,326.477431349732
2004,"female",50,422.91384184073
2004,"female",55,506.291155077738
2004,"female",60,637.886673560245
2004,"female",65,815.691305403022
2004,"female",70,937.715676890791
2004,"female",75,1055.25863930338
2004,"female",80,1105.00053687602
2004,"female",85,2385.79661370958
2005,"female",0,774.525609543038
2005,"female",1,155.420931307985
2005,"female",5,65.1765195807677
2005,"female",10,85.230833297927
2005,"female",15,111.301441130234
2005,"female",20,119.323166617098
2005,"female",25,119.323166617098
2005,"female",30,146.396490135263
2005,"female",35,174.472529339286
2005,"female",40,232.630039119048
2005,"female",45,319.866303788691
2005,"female",50,450.650174857356
2005,"female",55,567.537078195608
2005,"female",60,688.865676184422
2005,"female",65,789.137244770219
2005,"female",70,1004.72111722968
2005,"female",75,1101.44913284415
2005,"female",80,1233.84742366023
2005,"female",85,2695.29976358621
2006,"female",0,760.807889286654
2006,"female",1,124.275062282067
2006,"female",5,60.1330946526129
2006,"female",10,66.1464041178742
2006,"female",15,119.263971061016
2006,"female",20,109.241788618913
2006,"female",25,126.279498770487
2006,"female",30,137.3038994568
2006,"female",35,182.403720446259
2006,"female",40,205.454740063094
2006,"female",45,326.72314761253
2006,"female",50,425.942753789342
2006,"female",55,534.182324164045
2006,"female",60,685.517279039787
2006,"female",65,796.763504147121
2006,"female",70,1012.24042665232
2006,"female",75,1164.57759977227
2006,"female",80,1257.78389648382
2006,"female",85,2444.9706851339
2007,"female",0,737.009348493422
2007,"female",1,113.189391546505
2007,"female",5,75.1257023538748
2007,"female",10,101.169279169885
2007,"female",15,114.19106757789
2007,"female",20,98.1642510757298
2007,"female",25,127.212855985895
2007,"female",30,164.27486914714
2007,"female",35,190.31844596315
2007,"female",40,254.425711971789
2007,"female",45,365.022997366862
2007,"female",50,484.811199190339
2007,"female",55,550.921817261749
2007,"female",60,699.169869906728
2007,"female",65,791.324064794148
2007,"female",70,995.132376482557
2007,"female",75,1164.94922450075
2007,"female",80,1211.02632194446
2007,"female",85,2520.21689496465
2008,"female",0,693.233312238164
2008,"female",1,136.179171222358
2008,"female",5,69.0909030466373
2008,"female",10,94.1238389331001
2008,"female",15,116.152822513187
2008,"female",20,117.154139948646
2008,"female",25,126.165996867772
2008,"female",30,152.200250189694
2008,"female",35,163.214741979737
2008,"female",40,239.314867074584
2008,"female",45,349.459784975021
2008,"female",50,512.674526954758
2008,"female",55,629.828666903404
2008,"female",60,766.007838125762
2008,"female",65,868.14221654253
2008,"female",70,1064.4004338924
2008,"female",75,1160.52690769642
2008,"female",80,1339.76272864349
2008,"female",85,2694.54521881886
2009,"female",0,617.010663290381
2009,"female",1,110.126968223503
2009,"female",5,63.0727181643699
2009,"female",10,80.092340526184
2009,"female",15,161.185835308945
2009,"female",20,121.139665045853
2009,"female",25,144.166212947131
2009,"female",30,194.223925775996
2009,"female",35,214.247010907542
2009,"female",40,271.312803532448
2009,"female",45,341.393601492859
2009,"female",50,532.614064499124
2009,"female",55,660.761809341018
2009,"female",60,776.895703103985
2009,"female",65,881.015745788024
2009,"female",70,989.140405498372
2009,"female",75,1255.44743774793
2009,"female",80,1366.57556022801
2009,"female",85,2730.1476576863
2010,"female",0,663.267004811449
2010,"female",1,130.180182666553
2010,"female",5,68.0942493948126
2010,"female",10,86.1191977640276
2010,"female",15,138.191270830649
2010,"female",20,136.188498789625
2010,"female",25,126.174638584506
2010,"female",30,134.185726748601
2010,"female",35,193.267501958806
2010,"female",40,241.33403094338
2010,"female",45,378.523915753517
2010,"female",50,544.7539951585
2010,"female",55,640.887053127648
2010,"female",60,833.153169065942
2010,"female",65,927.283454994065
2010,"female",70,1154.59808165028
2010,"female",75,1323.8323191168
2010,"female",80,1537.12754148584
2010,"female",85,3193.42001941261
2011,"female",0,624.959792433032
2011,"female",1,115.088749468052
2011,"female",5,62.0953639917436
2011,"female",10,68.1045927651381
2011,"female",15,133.204571143579
2011,"female",20,142.218414303671
2011,"female",25,124.190727983487
2011,"female",30,119.183037338992
2011,"female",35,214.329159584405
2011,"female",40,273.419909189452
2011,"female",45,372.572183950462
2011,"female",50,514.790598254132
2011,"female",55,653.002860042207
2011,"female",60,810.244346279364
2011,"female",65,925.421231102759
2011,"female",70,1076.65348856652
2011,"female",75,1290.98264815093
2011,"female",80,1428.1933718101
2011,"female",85,2940.51594644773
2012,"female",0,604.165648916007
2012,"female",1,99.1809377863095
2012,"female",5,54.098693337987
2012,"female",10,62.1133145732443
2012,"female",15,134.24490569056
2012,"female",20,154.281458778704
2012,"female",25,141.257699271411
2012,"female",30,154.281458778704
2012,"female",35,211.385635079912
2012,"female",40,251.458741256199
2012,"female",45,369.674404476244
2012,"female",50,599.092937335486
2012,"female",55,678.237322033652
2012,"female",60,809.476744760991
2012,"female",65,979.787446010209
2012,"female",70,1113.03052404636
2012,"female",75,1353.46916110408
2012,"female",80,1487.71406679464
2012,"female",85,3053.57069063304
2013,"female",0,567.040698134884
2013,"female",1,104.112350692613
2013,"female",5,55.0594162316702
2013,"female",10,61.0658980023979
2013,"female",15,125.13503689016
2013,"female",20,155.167445743798
2013,"female",25,120.359328790107
2013,"female",30,143.154482202343
2013,"female",35,222.239825516923
2013,"female",40,304.328409716868
2013,"female",45,394.425636277783
2013,"female",50,545.588760841096
2013,"female",55,718.775651897077
2013,"female",60,882.952820296966
2013,"female",65,960.036003021304
2013,"female",70,1125.21425171631
2013,"female",75,1373.48216490639
2013,"female",80,1641.77168399889
2013,"female",85,3417.68812754404
2014,"female",0,580.949712453252
2014,"female",1,97.113356066517
2014,"female",5,62.0724543930315
2014,"female",10,65.0759602507588
2014,"female",15,127.14841464379
2014,"female",20,146.170618409397
2014,"female",25,157.183473221064
2014,"female",30,151.176461505609
2014,"female",35,214.250084517883
2014,"female",40,308.359934726673
2014,"female",45,402.469784935462
2014,"female",50,575.671956064405
2014,"female",55,782.913860247591
2014,"female",60,958.118368615018
2014,"female",65,1086.26795187805
2014,"female",70,1175.37195899063
2014,"female",75,1376.60685145836
2014,"female",80,1564.82655187594
2014,"female",85,3324.88098450415
2015,"female",0,540.831199032025
2015,"female",1,100.178810264467
2015,"female",5,49.0876170295889
2015,"female",10,61.109074261325
2015,"female",15,119.212784214716
2015,"female",20,151.270003499345
2015,"female",25,157.280732115213
2015,"female",30,184.32901088662
2015,"female",35,209.373713452736
2015,"female",40,271.778390292698
2015,"female",45,419.749215008117
2015,"female",50,577.029947123331
2015,"female",55,757.351805599372
2015,"female",60,966.725519052108
2015,"female",65,1033.8453219293
2015,"female",70,1229.19400194501
2015,"female",75,1333.37996462006
2015,"female",80,1636.92175972139
2015,"female",85,3520.28339269338
2016,"female",0,494.672243793864
2016,"female",1,93.0501601556764
2016,"female",5,50.0269678256325
2016,"female",10,62.0334401037842
2016,"female",15,107.057711146853
2016,"female",20,153.082521546435
2016,"female",25,164.088454468074
2016,"female",30,155.083600259461
2016,"female",35,241.129984919548
2016,"female",40,321.17313344056
2016,"female",45,461.248643352331
2016,"female",50,625.337097820406
2016,"female",55,810.436878775246
2016,"female",60,1041.56147012967
2016,"female",65,1069.57657211202
2016,"female",70,1266.68282534501
2016,"female",75,1472.79393278662
2016,"female",80,1702.91798478453
2016,"female",85,3950.12937951194
2017,"female",0,566.224380574827
2017,"female",1,99.0392467789891
2017,"female",5,47.018632309217
2017,"female",10,91.0360753221011
2017,"female",15,155.061446977205
2017,"female",20,175.069375619425
2017,"female",25,219.086818632309
2017,"female",30,191.075718533201
2017,"female",35,238.094350842418
2017,"female",40,361.143111992071
2017,"female",45,464.183944499504
2017,"female",50,666.264023785927
2017,"female",55,857.339742319128
2017,"female",60,1078.42735381566
2017,"female",65,1209.4792864222
2017,"female",70,1332.52804757185
2017,"female",75,1475.58473736373
2017,"female",80,1842.73022794846
2017,"female",85,4071.61347869177
2018,"female",0,585.82580115037
2018,"female",1,113
2018,"female",5,53
2018,"female",10,59
2018,"female",15,152
2018,"female",20,198
2018,"female",25,222
2018,"female",30,229
2018,"female",35,245
2018,"female",40,377
2018,"female",45,472
2018,"female",50,666
2018,"female",55,840
2018,"female",60,1124
2018,"female",65,1188
2018,"female",70,1326
2018,"female",75,1569
2018,"female",80,1814
2018,"female",85,4082
2019,"female",0,486.010685663402
2019,"female",1,94
2019,"female",5,62
2019,"female",10,62
2019,"female",15,139
2019,"female",20,208
2019,"female",25,264
2019,"female",30,265
2019,"female",35,303
2019,"female",40,358
2019,"female",45,499
2019,"female",50,706
2019,"female",55,892
2019,"female",60,1112
2019,"female",65,1310
2019,"female",70,1465
2019,"female",75,1550
2019,"female",80,1835
2019,"female",85,4162
2020,"female",0,433.866381396917
2020,"female",1,101.024010159465
2020,"female",5,45.0106975958015
2020,"female",10,67.0159275315266
2020,"female",15,179.042552658855
2020,"female",20,251.059668812137
2020,"female",25,311.073932273206
2020,"female",30,324.077022689771
2020,"female",35,414.098417881373
2020,"female",40,488.116009483358
2020,"female",45,777.184711820839
2020,"female",50,1068.25388960702
2020,"female",55,1444.34327396305
2020,"female",60,1716.40793498656
2020,"female",65,1945.46237386297
2020,"female",70,2138.50825466275
2020,"female",75,2244.53345344397
2020,"female",80,2305.54795462939
2020,"female",85,4783.13679784717
2021,"female",0,374.889664686517
2021,"female",1,90.0038011774966
2021,"female",5,65.0027452948587
2021,"female",10,84.0035477656635
2021,"female",15,167.007053296022
2021,"female",20,266.011234591268
2021,"female",25,313.013219650627
2021,"female",30,338.014275533265
2021,"female",35,418.017654357707
2021,"female",40,647.02732624267
2021,"female",45,883.037293774773
2021,"female",50,1108.04679671851
2021,"female",55,1576.0665628415
2021,"female",60,2102.0887786122
2021,"female",65,2423.10233614527
2021,"female",70,2428.1025473218
2021,"female",75,2570.10854473518
2021,"female",80,2422.10229390996
2021,"female",85,5402.22815512041
2022,"female",0,427.477068450169
2022,"female",1,73.0039784380421
2022,"female",5,48.0026159592606
2022,"female",10,98.0053409168237
2022,"female",15,182.00991884553
2022,"female",20,240.013079796303
2022,"female",25,271.014769269992
2022,"female",30,289.015750254715
2022,"female",35,347.018911205488
2022,"female",40,452.024633616371
2022,"female",45,594.03237249585
2022,"female",50,778.042400339682
2022,"female",55,1092.05951307318
2022,"female",60,1328.07237487288
2022,"female",65,1490.08120373538
2022,"female",70,1708.54894072451
2022,"female",75,2040.11117826857
2022,"female",80,2119.11548370152
2022,"female",85,4772.26006994982
2023,"female",0,366.860959207704
2023,"female",1,72.0055339074983
2023,"female",5,49.0037661314919
2023,"female",10,61.0046884494082
2023,"female",15,171.013143030308
2023,"female",20,250.019214956591
2023,"female",25,253.01944553607
2023,"female",30,315.508490954214
2023,"female",35,315.024210845305
2023,"female",40,393.310741390642
2023,"female",45,564.04334894207
2023,"female",50,735.056491972378
2023,"female",55,946.072709395741
2023,"female",60,1261.09692024105
2023,"female",65,1479.11367568319
2023,"female",70,1705.13104600395
2023,"female",75,1871.14380473513
2023,"female",80,2007.15425767151
2023,"female",85,4533.34840559291
2024,"female",0,356.87684729064
2024,"female",1,74
2024,"female",5,63
2024,"female",10,68
2024,"female",15,155
2024,"female",20,234
2024,"female",25,263
2024,"female",30,314
2024,"female",35,375
2024,"female",40,411
2024,"female",45,562
2024,"female",50,789
2024,"female",55,973
2024,"female",60,1285
2024,"female",65,1533
2024,"female",70,1683
2024,"female",75,1877
2024,"female",80,2001
2024,"female",85,4492
