"year","sex","ex","qx"
2010,"m",71.0692541369731,0.0151374046929044
2019,"m",68.6451702497809,0.012630287735409
2021,"m",65.3371682521499,0.0101250675389782
2010,"f",75.2000705576545,0.0121019460259163
2019,"f",75.2429101590177,0.0108324327717108
2021,"f",72.7512527344253,0.00830297215942776
